#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2017-07-03 04:28:45
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2017-07-03 04:28:45 W3SVC368 SAFFRON 143.95.251.86 GET /robots.txt - 80 - 46.229.164.100 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - www.patang.in 404 0 2 128 203 140
2017-07-03 17:53:40 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/bootstrap.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 13330 339 562
2017-07-03 17:53:40 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-sanitize.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 4010 346 296
2017-07-03 17:53:40 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-animate.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 11650 345 781
2017-07-03 17:53:40 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/jquery-1.10.2.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 42500 343 1156
2017-07-03 17:53:40 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/app.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 1221 333 343
2017-07-03 17:53:41 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/ui-bootstrap-tpls-2.5.0.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 42470 353 843
2017-07-03 17:53:41 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 74169 337 1796
2017-07-03 17:53:42 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/app/modules/home/views/home.html - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 872 382 453
2017-07-03 17:53:42 W3SVC368 SAFFRON 143.95.251.86 GET /favicon.ico - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 404 0 2 109 354 343
2017-07-03 17:53:46 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular.min.js.map - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 404 0 2 1382 312 281
2017-07-03 17:53:46 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-animate.min.js.map - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 404 0 2 1382 320 281
2017-07-03 17:53:47 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-sanitize.min.js.map - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 404 0 2 1382 321 296
2017-07-03 17:53:47 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-route.min.js.map - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 404 0 2 1382 318 296
2017-07-03 17:55:07 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/ - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 200 0 0 1064 434 375
2017-07-03 17:55:07 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/bootstrap.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 13330 382 328
2017-07-03 17:55:07 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-route.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 3378 386 312
2017-07-03 17:55:07 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-animate.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 11650 388 343
2017-07-03 17:55:07 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/jquery-1.10.2.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 42501 386 343
2017-07-03 17:55:07 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/css/site.min.css - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 28205 394 562
2017-07-03 17:55:07 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-sanitize.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 4011 389 281
2017-07-03 17:55:08 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/app.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 1222 376 468
2017-07-03 17:55:08 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 74170 380 874
2017-07-03 17:55:08 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular.min.js.map - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 404 0 2 1382 312 265
2017-07-03 17:55:08 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-sanitize.min.js.map - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 404 0 2 1382 321 281
2017-07-03 17:55:08 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-animate.min.js.map - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 404 0 2 1382 320 281
2017-07-03 17:55:08 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-route.min.js.map - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 404 0 2 1382 318 281
2017-07-03 17:55:08 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/ui-bootstrap-tpls-2.5.0.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 42470 396 890
2017-07-03 17:55:09 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/app/modules/home/views/home.html - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 866 425 390
2017-07-03 17:55:16 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/app/modules/save/views/save.html - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 1668 425 296
2017-07-03 17:55:16 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/fonts/glyphicons-halflings-regular.woff2 - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/css/site.min.css patang.in 404 0 2 1382 445 281
2017-07-03 17:55:16 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/fonts/glyphicons-halflings-regular.woff - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/css/site.min.css patang.in 404 0 2 1382 444 296
